Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
Bell Biv DeVoe,When Will I See You Smile Again?,8,4.916666667,0,1/21/91,3/18/91,0,1991,124,1
Richie Sambora,Ballad Of Youth,7,3.8,0,9/30/91,11/18/91,0,1991,115,1
Kingofthehill,If I Say,6,4.1,0,8/12/91,9/23/91,0,1991,91,1
Timmy T,Over And Over,6,2.75,0,5/13/91,6/24/91,0,1991,109,1
M_tley CrÙe,Primal Scream,5,4.683333333,0,9/23/91,10/28/91,0,1991,103,1
Brandon,Kisses In The Night,10,4.45,0,5/13/91,7/22/91,0,1991,79,1
Heart,Secret,8,4.083333333,0,2/4/91,4/1/91,0,1991,127,1
Trixter,Give It To Me Good,8,3.433333333,0,12/3/90,1/28/91,0,1991,115,1
Kenny Loggins,Conviction Of The Heart,12,4.466666667,0,10/28/91,1/20/92,0,1991,124,1
Jasmine Guy,Another Like My Lover,10,4.266666667,0,3/25/91,6/3/91,0,1991,,1
Cartouche,Feel The Groove,10,3.666666667,0,4/15/91,6/24/91,0,1991,123,1
Joey B. Ellis & Tynetta Hare,Go For It (Heart And Fire),7,3.833333333,0,12/10/90,1/28/91,0,1991,110,1
Oaktown's 3.5.7,Turn It Up,6,3.633333333,0,8/5/91,9/16/91,0,1991,126,1
Ice-T,New Jack Hustler (Nino's Theme),8,4.666666667,0,4/29/91,6/24/91,0,1991,109,1
Shawn Christopher,Another Sleepless Night,7,5.333333333,0,2/18/91,4/8/91,0,1991,121,1
"Commitments, The",Try A Little Tenderness,4,4.433333333,0,10/28/91,11/25/91,0,1991,112,1
Jude Cole,House Full Of Reasons,14,3.833333333,0,12/3/90,3/11/91,0,1991,114,1
Candyman,Melt In Your Mouth,10,3.616666667,0,12/17/90,2/25/91,0,1991,98,1
"Simpsons, The","Deep, Deep Trouble",6,4.366666667,0,3/18/91,4/29/91,0,1991,98,1
Cynthia,Break Up To Make Up,8,3.783333333,0,6/24/91,8/19/91,0,1991,121,1
Keith Sweat,Your Love,9,3.633333333,0,6/17/91,8/19/91,0,1991,102,1
Bingoboys,Borrowed Love,6,3.85,0,7/1/91,8/12/91,0,1991,108,1
Trixter,Surrender,10,4.233333333,0,6/10/91,8/19/91,0,1991,126,1
B.G. Prince Of Rap,This Beat Is Hot,9,4.016666667,0,8/19/91,10/21/91,0,1991,112,1
House Of Lords,Remember My Name,9,4,0,1/7/91,3/11/91,0,1991,98,1
Pet Shop Boys,Where The Streets Have No Name/I Can't Take My Eyes Off You,7,4.383333333,0,5/27/91,7/15/91,0,1991,128,1
Daisy Dee,Crazy,11,3.583333333,0,4/1/91,6/17/91,0,1991,144,1
Pebbles,Backyard,7,4.25,0,4/15/91,6/3/91,0,1991,113,1
Belinda Carlisle,Do You Feel Like I Feel,6,4.166666667,0,10/28/91,12/9/91,0,1991,122,1
Phil Collins,Who Said I Would,5,4.466666667,0,2/4/91,3/11/91,0,1991,132,1
Michael Morales,I Don't Wanna See You,4,4.033333333,0,7/29/91,8/26/91,0,1991,124,1
Desmond Child,You're The Story Of My Life,6,4.833333333,0,10/7/91,11/18/91,0,1991,135,1
Voice Of The Beehive,Monsters And Angels,7,3.466666667,0,11/4/91,12/23/91,0,1991,81,1
Lisa Fischer,Save Me,6,4.216666667,0,9/9/91,10/21/91,0,1991,116,1
Jesse Jaymes,Shake It (Like A White Girl),5,4.233333333,0,7/8/91,8/12/91,0,1991,107,1
Atlantic Starr,Love Crazy,7,4.566666667,0,11/25/91,1/13/92,0,1991,94,1
Trixter,One In A Million,8,4.833333333,0,3/18/91,5/13/91,0,1991,120,1
Crowded House,Fall At Your Feet,6,3.2,0,10/21/91,12/2/91,0,1991,102,1
Lenny Kravitz,Stand By My Woman,8,4.2,0,10/21/91,12/16/91,0,1991,122,1
Cut 'N' Move,Get Serious,6,3.75,0,8/5/91,9/16/91,0,1991,108,1
Yasmin,Wanna Dance,4,3.6,0,7/22/91,8/19/91,0,1991,100,1
Voyce,Within My Heart,12,3.6,0,12/2/91,2/24/92,0,1991,114,1
Donna Summer,When Love Cries,5,4,0,8/19/91,9/23/91,0,1991,95,1
D'Zyre,Forever Amo'r,9,3.783333333,0,6/10/91,8/12/91,0,1991,124,1
Ex-Girlfriend,Why Can't You Come Home,8,5.716666667,0,9/9/91,11/4/91,0,1991,103,1
Mike + The Mechanics,Word Of Mouth,6,4,0,4/8/91,5/20/91,0,1991,105,1
Alice Cooper,Hey Stoopid,5,4.15,0,7/29/91,9/2/91,0,1991,129,1
"Rembrandts, The",Someone,10,3.733333333,0,5/27/91,8/5/91,0,1991,79,1
Warrant,Uncle Tom's Cabin,6,3.366666667,0,4/22/91,6/3/91,0,1991,126,1
Icy Blu,Pump It (Nice An' Hard),5,3.2,0,7/8/91,8/12/91,0,1991,127,1
Jermaine Jackson,Word To The Badd!!,2,5.2,0,12/2/91,12/16/91,0,1991,109,1
Little Caesar,In Your Arms,5,4.3,0,3/4/91,4/8/91,0,1991,89,1
Lonnie Gordon,Gonna Catch You,6,3.8,0,9/2/91,10/14/91,0,1991,121,1
ZZ Top,Give It Up,5,3.283333333,0,2/11/91,3/18/91,0,1991,123,1
Tone Loc,All Through The Night,6,4.833333333,0,12/16/91,1/27/92,0,1991,88,1
Marc Cohn,True Companion,5,4.016666667,0,11/4/91,12/9/91,0,1991,105,1
Skat & The Stray Mob,Skat Strut,4,3.616666667,0,10/14/91,11/11/91,0,1991,120,1
Pat and Mick,Use It Up And Wear It Out,6,3.683333333,0,12/17/90,1/28/91,0,1991,,1
Rick Astley,Move Right Out,5,3.783333333,0,6/24/91,7/29/91,0,1991,106,1
Starship,Good Heart,4,4.266666667,0,4/29/91,5/27/91,0,1991,94,1
Vanilla Ice,Cool As Ice (Everybody Get Loose),4,3.566666667,0,10/14/91,11/11/91,0,1991,,1
Trilogy,Love Me Forever Or Love Me Not,7,4.033333333,0,4/1/91,5/20/91,0,1991,122,1
Sa-Fire,Made Up My Mind,6,3.683333333,0,3/4/91,4/15/91,0,1991,,1
Erasure,Chorus,11,4.516666667,0,8/12/91,10/28/91,0,1991,129,1
Johnny Gill,Wrap My Body Tight,4,3.6,0,3/25/91,4/22/91,0,1991,101,1
Grandmaster Slice,Thinking Of You,6,3.95,0,10/28/91,12/9/91,0,1991,138,1
Ziggy Marley,Good Time,5,3.433333333,0,9/23/91,10/28/91,0,1991,,1
Fred Schneider,Monster,4,3.616666667,0,7/8/91,8/5/91,0,1991,,1
"Party, The",Summer Vacation,5,4.566666667,0,6/17/91,7/22/91,0,1991,,1
Yes,Lift Me Up,5,6.266666667,0,6/3/91,7/8/91,0,1991,,1
Robbie Nevil,For Your Mind,4,3.533333333,0,10/28/91,11/25/91,0,1991,,1
Keedy,Wishing On The Same Star,4,3.633333333,0,8/19/91,9/16/91,0,1991,,1
Hi-Five,Just Another Girlfriend,7,4.183333333,0,11/25/91,1/13/92,0,1991,113,1
Warrant,Blind Faith,6,3.25,0,7/1/91,8/12/91,0,1991,,1
Riff,If You're Serious,5,3.55,0,9/16/91,10/21/91,0,1991,93,1
Tevin Campbell,Just Ask Me To,5,4.066666667,0,8/12/91,9/16/91,0,1991,,1
Christopher Williams,I'm Dreamin',4,4.483333333,0,5/13/91,6/10/91,0,1991,,1
Damian Dame,Right Down To It,5,4.216666667,0,12/16/91,1/20/92,0,1991,,1
UB40,Groovin',5,3.833333333,0,11/25/91,12/30/91,0,1991,99,1
Jellybean,What's It Gonna Be,5,3.85,0,2/11/91,3/18/91,0,1991,120,1
Alias,Perfect World,4,3.766666667,0,7/8/91,8/5/91,0,1991,,1
Elisa Fiorillo,Oooh This I Need,4,3.9,0,3/11/91,4/8/91,0,1991,,1
Cathy Dennis,Everybody Move,2,8.15,0,12/16/91,12/30/91,0,1991,116,1
Candyman,Nightgown,4,3.633333333,0,4/15/91,5/13/91,0,1991,,1
Smokey Robinson,Double Good Everything,3,3.666666667,0,11/11/91,12/2/91,0,1991,120,1
T.P.E.,Then Came You,2,5.25,0,12/2/91,12/16/91,0,1991,,1
Paul Simon,The Obvious Child,4,4.066666667,0,12/17/90,1/14/91,0,1991,95,1
Tom Petty and the Heartbreakers,Into The Great Wide Open,5,3.6,0,11/18/91,12/23/91,0,1991,82,1
Troy Newman,Love Gets Rough,4,3.933333333,0,6/17/91,7/15/91,0,1991,,1
Stevie Wonder,Gotta Have You,3,4.45,0,7/22/91,8/12/91,0,1991,,1
Pet Shop Boys,How Can You Expect To Be Taken Seriously,3,3.85,0,2/18/91,3/11/91,0,1991,94,1
Adventures Of Stevie V,Jealousy,6,3.533333333,0,1/21/91,3/4/91,0,1991,,1
Chubb Rock,Treat 'Em Right,2,4.583333333,0,5/20/91,6/3/91,0,1991,116,1
Tara Kemp,Too Much,2,4.783333333,0,10/28/91,11/11/91,0,1991,,1
LL Cool J,6 Minutes Of Pleasure,2,4.483333333,0,9/16/91,9/30/91,0,1991,100,1
Stevie B,Forever More,4,4.116666667,0,10/28/91,11/25/91,0,1991,107,1
Pretty In Pink,All About You,3,3.683333333,0,9/23/91,10/14/91,0,1991,113,1
Gary Moore,Still Got The Blues,3,4.016666667,0,2/18/91,3/11/91,0,1991,82,1
"Cure, The",Close To Me,3,4.216666667,0,1/21/91,2/11/91,0,1991,92,1
Jinny,Keep Warm,2,5.666666667,0,9/16/91,9/30/91,0,1991,124,1
Gerardo,When The Lights Go Out,2,3.283333333,0,8/26/91,9/9/91,0,1991,,1
Stevie B,Because I Love You (The Postman Song),22,4.25,1,10/8/90,3/11/91,0,1990,128,1
Sin_ad O'Connor,Nothing Compares 2 U,21,5.15,1,3/19/90,8/13/90,0,1990,120,1
Mariah Carey,Vision Of Love,22,3.366666667,1,6/4/90,11/5/90,0,1990,102,1
Madonna,Vogue,24,4.316666667,1,4/16/90,10/1/90,0,1990,116,1
Janet Jackson,Escapade,17,4.683333333,1,1/22/90,5/21/90,0,1990,115,1
Mariah Carey,Love Takes Time,25,3.666666667,1,9/17/90,3/11/91,0,1990,126,1
Paula Abdul,Opposites Attract,22,3.75,1,12/18/89,5/21/90,0,1990,116,1
New Kids On The Block,Step By Step,15,4.3,1,5/28/90,9/10/90,0,1990,125,1
Michael Bolton,How Am I Supposed To Live Without You,22,4.233333333,1,10/30/89,4/2/90,0,1990,140,1
Roxette,It Must Have Been Love,25,3.716666667,1,4/9/90,10/1/90,0,1990,80,1
Alannah Myles,Black Velvet,24,4.75,1,1/8/90,6/25/90,0,1990,136,1
Wilson Phillips,Release Me,22,3.666666667,1,7/2/90,12/3/90,0,1990,97,1
Glenn Medeiros,She Ain't Worth It,18,3.516666667,1,5/21/90,9/24/90,0,1990,102,1
Wilson Phillips,Hold On,25,3.533333333,1,3/19/90,9/10/90,0,1990,97,1
Jon Bon Jovi,Blaze Of Glory,21,5.5,1,7/23/90,12/17/90,0,1990,78,1
Whitney Houston,I'm Your Baby Tonight,18,4.9,1,10/22/90,2/25/91,0,1990,82,1
Maxi Priest,Close To You,29,3.916666667,1,7/2/90,1/21/91,0,1990,96,1
James Ingram,I Don't Have The Heart,25,3.866666667,1,8/6/90,1/28/91,0,1990,88,1
Vanilla Ice,Ice Ice Baby,20,4.883333333,1,9/10/90,1/28/91,0,1990,115,1
Nelson,(Can't Live Without Your) Love And Affection,25,3.783333333,1,7/9/90,12/31/90,0,1990,120,1
Sweet Sensation,If Wishes Came True,20,5.15,1,6/18/90,11/5/90,0,1990,71,1
Taylor Dayne,Love Will Lead You Back,20,4.3,1,1/29/90,6/18/90,0,1990,73,1
George Michael,Praying For Time,14,4.5,1,9/3/90,12/10/90,0,1990,127,1
Tommy Page,I'll Be Your Everything,18,3.966666667,1,2/19/90,6/25/90,0,1990,72,1
Janet Jackson,Black Cat,15,4.416666667,1,9/17/90,12/31/90,0,1990,114,1
Jane Child,Don't Wanna Fall In Love,21,4.066666667,0,2/12/90,7/9/90,0,1990,111,1
Technotronic,Pump Up The Jam,23,3.6,0,10/16/89,3/26/90,0,1990,124,1
Heart,All I Wanna Do Is Make Love To You,20,4.566666667,0,4/2/90,8/20/90,0,1990,102,1
Seduction,Two To Make It Right,22,4.216666667,0,11/13/89,4/16/90,0,1990,115,1
Janet Jackson,Rhythm Nation,16,4.45,0,11/13/89,3/5/90,0,1990,109,1
Roxette,Dangerous,20,3.85,0,12/18/89,5/7/90,0,1990,124,1
Janet Jackson,Come Back To Me,17,4.6,0,7/2/90,10/29/90,0,1990,77,1
M.C. Hammer,Pray,17,5.183333333,0,10/1/90,1/28/91,0,1990,121,1
Bette Midler,From A Distance,25,4.583333333,0,10/8/90,4/1/91,0,1990,138,1
Billy Idol,Cradle Of Love,24,4.516666667,0,5/7/90,10/22/90,0,1990,143,1
En Vogue,Hold On,25,5.066666667,0,5/7/90,10/29/90,0,1990,96,1
Snap!,The Power,22,3.566666667,0,5/14/90,10/15/90,0,1990,109,1
Calloway,I Wanna Be Rich,23,4.416666667,0,2/12/90,7/23/90,0,1990,114,1
Alias,More Than Words Can Say,22,3.683333333,0,9/10/90,2/11/91,0,1990,138,1
Bell Biv DeVoe,Poison,22,4.3,0,4/9/90,9/10/90,0,1990,111,1
Bell Biv DeVoe,Do Me!,22,4.466666667,0,7/2/90,12/3/90,0,1990,107,1
Lisa Stansfield,All Around The World,22,4.266666667,0,2/5/90,7/9/90,0,1990,100,1
Rod Stewart,Downtown Train,17,4.5,0,11/27/89,3/26/90,0,1990,115,1
Johnny Gill,Rub You The Right Way,23,3.966666667,0,5/14/90,10/22/90,0,1990,111,1
"B-52's, The",Roam,19,4.033333333,0,12/25/89,5/7/90,0,1990,134,1
Poison,Unskinny Bop,19,3.616666667,0,7/9/90,11/19/90,0,1990,92,1
Michael Bolton,How Can We Be Lovers,18,3.783333333,0,3/5/90,7/9/90,0,1990,103,1
Phil Collins,I Wish It Would Rain Down,17,5.333333333,0,2/5/90,6/4/90,0,1990,125,1
Deee-Lite,Groove Is In The Heart,22,3.8,0,9/17/90,2/18/91,0,1990,121,1
Pebbles,Giving You The Benefit,21,4.333333333,0,8/20/90,1/14/91,0,1990,102,1
Wilson Phillips,Impulsive,19,4.516666667,0,10/15/90,2/25/91,0,1990,107,1
Jody Watley,Everything,22,4.25,0,10/16/89,3/19/90,0,1990,82,1
Janet Jackson,Alright,16,4.566666667,0,4/9/90,7/30/90,0,1990,111,1
Poison,Something To Believe In,20,5.3,0,10/8/90,2/25/91,0,1990,133,1
M.C. Hammer,Have You Seen Her,20,4.633333333,0,7/2/90,11/19/90,0,1990,72,1
Phil Collins,Do You Remember?,19,4.533333333,0,4/30/90,9/10/90,0,1990,93,1
Phil Collins,Something Happened On The Way To Heaven,21,4.7,0,8/6/90,12/31/90,0,1990,114,1
Taylor Dayne,I'll Be Your Shelter,18,4.016666667,0,5/7/90,9/10/90,0,1990,107,1
Milli Vanilli,All Or Nothing,14,3.933333333,0,1/8/90,4/16/90,0,1990,101,1
Aerosmith,Janie's Got A Gun,17,5.483333333,0,11/27/89,3/26/90,0,1990,115,1
DNA,Tom's Diner,20,3.75,0,10/8/90,2/25/91,0,1990,99,1
Bad English,Price Of Love,18,4.633333333,0,12/25/89,4/30/90,0,1990,137,1
Linear,Sending All My Love,27,3.816666667,0,2/19/90,8/27/90,0,1990,104,1
Chicago,What Kind Of Man Would I Be?,17,4.3,0,12/4/89,4/2/90,0,1990,88,1
Luther Vandross,Here And Now,26,5.333333333,0,12/25/89,6/25/90,0,1990,74,1
UB40,The Way You Do The Things You Do,24,2.9,0,9/17/90,3/4/91,0,1990,80,1
Lou Gramm,Just Between You And Me,20,4.883333333,0,10/30/89,3/19/90,0,1990,121,1
After 7,Can't Stop,24,3.733333333,0,7/30/90,1/14/91,0,1990,97,1
Tyler Collins,Girls Nite Out,21,4.033333333,0,4/30/90,9/24/90,0,1990,106,1
Skid Row,I Remember You,19,5.166666667,0,11/20/89,4/2/90,0,1990,88,1
Gloria Estefan,Here We Are,20,4.816666667,0,12/18/89,5/7/90,0,1990,71,1
Billy Joel,I Go To Extremes,16,4.266666667,0,1/15/90,5/7/90,0,1990,126,1
Prince,Thieves In The Temple,13,3.283333333,0,8/6/90,11/5/90,0,1990,129,1
Babyface,Whip Appeal,18,4.383333333,0,2/26/90,7/2/90,0,1990,109,1
Dino,Romeo,18,4.25,0,8/13/90,12/17/90,0,1990,106,1
Michel'le,No More Lies,28,3.716666667,0,11/20/89,6/4/90,0,1990,110,1
After 7,Ready Or Not,21,3.766666667,0,4/2/90,8/27/90,0,1990,70,1
Tom Petty,Free Fallin',20,4.233333333,0,11/6/89,3/26/90,0,1990,84,1
Technotronic,Get Up! (Before The Night Is Over),20,3.45,0,1/29/90,6/18/90,0,1990,124,1
Michael Bolton,When I'm Back On My Feet Again,19,3.733333333,0,5/28/90,10/8/90,0,1990,80,1
New Kids On The Block,Tonight,12,3.3,0,8/6/90,10/29/90,0,1990,102,1
George Michael,Freedom,15,6.333333333,0,10/29/90,2/11/91,0,1990,93,1
M.C. Hammer,U Can't Touch This,17,4.25,0,4/30/90,8/27/90,0,1990,133,1
Depeche Mode,Enjoy The Silence,24,4.25,0,4/16/90,10/1/90,0,1990,112,1
Black Box,Everybody Everybody,19,4.016666667,0,8/6/90,12/17/90,0,1990,117,1
Paul Young,Oh Girl,23,3.466666667,0,7/16/90,12/24/90,0,1990,135,1
"Cover Girls, The",We Can't Go Wrong,18,4.4,0,12/11/89,4/16/90,0,1990,143,1
KISS,Forever,17,3.866666667,0,2/5/90,6/4/90,0,1990,88,1
Go West,King Of Wishful Thinking,24,3.9,0,5/21/90,11/5/90,0,1990,108,1
M_tley CrÙe,Without You,17,4.483333333,0,2/26/90,6/25/90,0,1990,118,1
Madonna,Keep It Together,13,4.583333333,0,2/5/90,5/7/90,0,1990,104,1
Aerosmith,What It Takes,17,4.1,0,3/19/90,7/16/90,0,1990,71,1
"Time, The",Jerk Out,15,3.766666667,0,7/2/90,10/15/90,0,1990,120,1
INXS,Suicide Blonde,13,3.783333333,0,9/10/90,12/10/90,0,1990,120,1
Tony! Toni! Ton_!,Feels Good,24,4.55,0,9/3/90,2/18/91,0,1990,117,1
Faith No More,Epic,21,3.883333333,0,6/25/90,11/19/90,0,1990,87,1
Candyman,Knockin' Boots,22,3.7,0,9/3/90,2/4/91,0,1990,101,1
A'me Lorain,Whole Wide World,20,3.833333333,0,1/22/90,6/11/90,0,1990,105,1
Biz Markie,Just A Friend,22,3.966666667,0,1/22/90,6/25/90,0,1990,85,1
Expos_,Tell Me Why,14,4.433333333,0,12/11/89,3/19/90,0,1990,99,1
Tesla,Love Song,26,4.05,0,10/2/89,4/2/90,0,1990,83,1
D Mob,C'mon And Get My Love,20,3.833333333,0,12/18/89,5/7/90,0,1990,120,1
Rod Stewart,This Old Heart Of Mine,16,4.066666667,0,3/26/90,7/16/90,0,1990,119,1
Johnny Gill,"My, My, My",16,5.15,0,8/6/90,11/26/90,0,1990,74,1
Warrant,Cherry Pie,18,3.183333333,0,9/10/90,1/14/91,0,1990,88,1
Perfect Gentlemen,Ooh La La (I Can't Get Over You),16,4.033333333,0,4/16/90,8/6/90,0,1990,136,1
Madonna,Hanky Panky,11,3.816666667,0,7/2/90,9/17/90,0,1990,85,1
Digital Underground,The Humpty Dance,23,4.666666667,0,3/19/90,8/27/90,0,1990,103,1
Jive Bunny & The Mastersmixers,Swing The Mood,19,3.966666667,0,10/30/89,3/12/90,0,1990,92,1
Joe Cocker,When The Night Comes,19,4.766666667,0,10/30/89,3/12/90,0,1990,82,1
Seduction,Could This Be Love,18,4.466666667,0,6/11/90,10/15/90,0,1990,73,1
Daryl Hall & John Oates,So Close,18,4.5,0,10/1/90,2/4/91,0,1990,82,1
Eddie Money,Peace In Our Time,14,4.5,0,12/4/89,3/12/90,0,1990,121,1
Linda Ronstadt,All My Life,15,3.3,0,2/12/90,5/28/90,0,1990,74,1
Jon Bon Jovi,Miracle,15,5,0,10/29/90,2/11/91,0,1990,92,1
Richard Marx,Too Late To Say Goodbye,13,3.966666667,0,1/22/90,4/23/90,0,1990,101,1
Taylor Dayne,Heart Of Stone,16,3.9,0,8/6/90,11/26/90,0,1990,93,1
Cheap Trick,Can't Stop Falling Into Love,14,3.633333333,0,7/23/90,10/29/90,0,1990,107,1
Heart,Stranded,21,3.783333333,0,9/24/90,2/18/91,0,1990,79,1
Seduction,Heartbeat,16,4.9,0,2/26/90,6/18/90,0,1990,99,1
"Righteous Brothers, The",Unchained Melody,18,3.55,0,8/27/90,12/31/90,0,1990,98,1
Michael Penn,No Myth,16,4.183333333,0,1/8/90,4/30/90,0,1990,103,1
Sweet Sensation,Love Child,15,4.066666667,0,3/19/90,7/2/90,0,1990,118,1
Richard Marx,Children Of The Night,15,4,0,4/30/90,8/13/90,0,1990,80,1
Partners In Kryme,Turtle Power,16,3.783333333,0,4/23/90,8/13/90,0,1990,105,1
Keith Sweat,Make You Sweat,21,3.633333333,0,6/4/90,10/29/90,0,1990,104,1
Mellow Man Ace,Mentirosa,24,4.266666667,0,5/14/90,10/29/90,0,1990,113,1
Kyper,Tic-Tac-Toe,25,3.933333333,0,7/2/90,12/24/90,0,1990,125,1
Soho,Hippychick,18,3.15,0,9/10/90,1/14/91,0,1990,98,1
Babyface,Tender Lover,16,4.166666667,0,11/20/89,3/12/90,0,1990,102,1
Lisa Stansfield,You Can't Deny It,14,4.366666667,0,5/28/90,9/3/90,0,1990,102,1
2 In A Room,Wiggle It,21,3.966666667,0,10/8/90,3/4/91,0,1990,122,1
Depeche Mode,Policy Of Truth,16,5.05,0,8/13/90,12/3/90,0,1990,114,1
Stevie B,Love And Emotion,15,3.633333333,0,7/2/90,10/15/90,0,1990,100,1
Jude Cole,"Baby, It's Tonight",18,3.666666667,0,4/16/90,8/20/90,0,1990,121,1
Adam Ant,Room At The Top,16,4.083333333,0,3/12/90,7/2/90,0,1990,118,1
Expos_,Your Baby Never Looked Good In Blue,16,3.833333333,0,4/2/90,7/23/90,0,1990,138,1
Steve Winwood,One And Only Man,14,4.5,0,11/5/90,2/11/91,0,1990,102,1
Elton John,Sacrifice,17,5.016666667,0,1/15/90,5/14/90,0,1990,111,1
Quincy Jones,I'll Be Good To You,15,4.283333333,0,11/20/89,3/5/90,0,1990,111,1
Bruce Hornsby,Across The River,16,4.633333333,0,6/25/90,10/15/90,0,1990,150,1
M_tley CrÙe,Don't Go Away Mad (Just Go Away),16,4.566666667,0,6/4/90,9/24/90,0,1990,124,1
"Righteous Brothers, The",Unchained Melody (1990),24,3.516666667,0,10/8/90,3/25/91,0,1990,98,1
Concrete Blonde,Joey,20,4,0,8/20/90,1/7/91,0,1990,118,1
Slaughter,Fly To The Angels,18,4.366666667,0,8/20/90,12/24/90,0,1990,120,1
Louie Louie,Sittin' In The Lap Of Luxury,16,3.35,0,4/30/90,8/20/90,0,1990,102,1
Warrant,Sometimes She Cries,17,4.1,0,1/8/90,5/7/90,0,1990,146,1
Luke,Banned In The U.S.A.,16,4.35,0,7/23/90,11/12/90,0,1990,116,1
Giant,I'll See You In My Dreams,20,4.15,0,3/26/90,8/13/90,0,1990,132,1
Madonna,Oh Father,12,4.333333333,0,11/13/89,2/5/90,0,1990,118,1
Cher,Heart Of Stone,14,3.833333333,0,2/12/90,5/21/90,0,1990,104,1
Breathe,Say A Prayer,15,3.55,0,8/27/90,12/10/90,0,1990,114,1
Lisa Stansfield,This Is The Right Time,13,4.116666667,0,8/20/90,11/19/90,0,1990,123,1
Donny Osmond,My Love Is A Fire,15,3.9,0,10/15/90,1/28/91,0,1990,,1
Don Henley,The Heart Of The Matter,21,3.866666667,0,2/19/90,7/16/90,0,1990,,1
Bad English,Possession,17,4.783333333,0,6/11/90,10/8/90,0,1990,,1
Nikki,Notice Me,15,3.783333333,0,4/30/90,8/13/90,0,1990,,1
Aerosmith,The Other Side,15,3.916666667,0,6/25/90,10/8/90,0,1990,126,1
Heart,I Didn't Want To Need You,14,3.966666667,0,6/25/90,10/1/90,0,1990,88,1
Michael Damian,Was It Nothing At All,20,3.966666667,0,10/30/89,3/19/90,0,1990,,1
"U-Krew, The",If U Were Mine,22,4.016666667,0,1/29/90,7/2/90,0,1990,,1
Adventures Of Stevie V,Dirty Cash (Money Talks),19,3.85,0,7/23/90,12/3/90,0,1990,125,1
George LaMond,Bad Of The Heart,17,3.9,0,5/14/90,9/10/90,0,1990,,1
Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,14,4.533333333,0,10/15/90,1/21/91,0,1990,105,1
Salt 'N Pepa,Expression,21,4.066666667,0,3/12/90,8/6/90,0,1990,107,1
M_tley CrÙe,Kickstart My Heart,15,4.7,0,11/27/89,3/12/90,0,1990,89,1
David Cassidy,Lyin' To Myself,15,3.7,0,9/24/90,1/7/91,0,1990,,1
Slaughter,Up All Night,14,3.733333333,0,4/30/90,8/6/90,0,1990,,1
Brother Beyond,The Girl I Used To Know,15,4,0,6/25/90,10/8/90,0,1990,,1
Faster Pussycat,House Of Pain,21,5.783333333,0,2/26/90,7/23/90,0,1990,121,1
Whitesnake,The Deeper The Love,14,4.2,0,1/22/90,4/30/90,0,1990,105,1
Depeche Mode,Personal Jesus,19,3.65,0,12/11/89,4/23/90,0,1990,129,1
Johnny Gill,Fairweather Friend,15,4.516666667,0,10/22/90,2/4/91,0,1990,105,1
Elton John,Club At The End Of The Street,16,4.45,0,4/30/90,8/20/90,0,1990,,1
Information Society,Think,15,3.833333333,0,10/8/90,1/21/91,0,1990,121,1
"Boys, The",Crazy,15,4.05,0,8/27/90,12/10/90,0,1990,,1
Michel'le,Nicety,16,3.383333333,0,4/16/90,8/6/90,0,1990,103,1
Stevie B,Love Me For Life,14,5.2,0,2/5/90,5/14/90,0,1990,115,1
Kevin Paige,Anything I Want,12,3.716666667,0,1/22/90,4/16/90,0,1990,112,1
Basia,Cruising For Bruising,12,4.016666667,0,4/9/90,7/2/90,0,1990,120,1
Belinda Carlisle,Summer Rain,13,4.05,0,1/22/90,4/23/90,0,1990,129,1
Babyface,My Kinda Girl,13,4.966666667,0,6/18/90,9/17/90,0,1990,,1
"B-52's, The",Deadbeat Club,11,4.25,0,4/23/90,7/9/90,0,1990,127,1
"Lightning Seeds, The",Pure,15,3.666666667,0,5/21/90,9/3/90,0,1990,123,1
Indecent Obsession,Tell Me Something,12,4,0,7/30/90,10/22/90,0,1990,,1
Quincy Jones,The Secret Garden (Sweet Seduction Suite),13,6.666666667,0,3/12/90,6/11/90,0,1990,127,1
Jude Cole,Time For Letting Go,15,4.15,0,8/6/90,11/19/90,0,1990,109,1
Glenn Medeiros,All I'm Missing Is You,13,3.6,0,8/20/90,11/19/90,0,1990,,1
Brent Bourgeois,Dare To Fall In Love,13,3.9,0,4/30/90,7/30/90,0,1990,,1
"Human League, The",Heart Like A Wheel,11,4.333333333,0,9/24/90,12/10/90,0,1990,119,1
L.A. Guns,The Ballad Of Jayne,22,3.983333333,0,4/9/90,9/10/90,0,1990,,1
Fleetwood Mac,Save Me,11,3.833333333,0,4/9/90,6/25/90,0,1990,,1
Young M.C. ,Principal's Office,13,4.133333333,0,11/27/89,2/26/90,0,1990,95,1
Natalie Cole,Wild Women Do,10,4,0,2/26/90,5/7/90,0,1990,123,1
Whistle,Always And Forever,15,4.5,0,4/9/90,7/23/90,0,1990,,1
"West Coast Rap All-Stars, The",We're All In The Same Gang,16,4.066666667,0,6/25/90,10/15/90,0,1990,,1
Del Amitri,Kiss This Thing Goodbye,11,4.5,0,5/21/90,8/6/90,0,1990,117,1
Snap!,Ooops Up,11,4.316666667,0,9/10/90,11/26/90,0,1990,,1
Michael Bolton,Georgia On My Mind,10,4.883333333,0,8/27/90,11/5/90,0,1990,79,1
Alannah Myles,Love Is,13,3.533333333,0,5/7/90,8/6/90,0,1990,101,1
